dist_name,state_name,ST_CEN_CD,DT_CEN_CD,censuscode,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,state_name_full
kulgam,JK,1,15,15,29.504,29.772,34.22,38.02,38.66,33.372,33.292,29.243999999999993,32.891999999999996,37.14399999999999,33.37200000000001,30.048000000000002,34.57600000000001,36.6,33.304,32.652,36.056,33.848,46.907999999999994,36.82000000000001,35.84,33.836,31.951999999999984,Jammu and Kashmir
kupwara,JK,1,1,1,25.640625,24.30625,27.51875,32.137499999999996,30.540625000000006,28.356250000000003,27.800000000000004,25.143750000000004,28.1125,29.390624999999993,28.315624999999997,26.059374999999996,29.40625,28.43125,26.70625,28.046875,28.659375000000004,26.100000000000005,37.693749999999994,30.03125,30.29375,27.403124999999992,26.640625000000004,Jammu and Kashmir
leh_ladakh,JK,1,3,3,5.8094276094276065,7.5299663299663235,9.564870931537595,9.279236812570149,9.301683501683497,7.711447811447814,8.517732884399559,6.9546576879910225,6.962514029180695,6.849607182940509,6.403479236812583,6.7637485970819275,6.048372615039283,6.574971941638617,7.5564534231200975,6.773737373737383,7.265881032547701,6.650056116722784,7.916049382716047,6.986980920314248,6.978338945005616,5.775757575757569,5.552188552188551,Jammu and Kashmir
pulwama,JK,1,12,12,24.12857142857143,24.56428571428571,28.985714285714284,32.65714285714286,33.02857142857143,28.735714285714288,29.285714285714285,25.792857142857144,29.978571428571424,34.107142857142854,30.12142857142857,26.742857142857144,31.407142857142855,32.90714285714285,29.085714285714285,28.59285714285715,32.43571428571429,29.714285714285715,43.41428571428571,31.95714285714286,32.05714285714286,29.771428571428572,28.678571428571434,Jammu and Kashmir
punch,JK,1,5,5,31.119512195121953,30.99756097560976,35.83902439024391,40.80487804878049,39.56829268292684,36.326829268292684,35.85609756097561,31.978048780487807,34.07073170731707,37.09756097560976,35.87804878048781,33.20487804878049,37.53658536585364,36.22926829268293,36.239024390243905,35.31463414634147,37.119512195121935,35.4609756097561,47.02439024390243,38.919512195121946,39.268292682926834,35.143902439024394,34.61463414634147,Jammu and Kashmir
rajouri,JK,1,6,6,27.448387096774198,28.880645161290317,33.75483870967742,38.11612903225806,37.538709677419355,33.84193548387096,33.62580645161291,30.1032258064516,30.77741935483871,35.099999999999994,36.31935483870968,32.95806451612903,35.464516129032255,33.748387096774195,36.65483870967742,34.116129032258065,37.274193548387096,35.3258064516129,44.093548387096774,37.94193548387097,38.932258064516134,32.677419354838705,32.65806451612902,Jammu and Kashmir
ramban,JK,1,17,17,23.990000000000002,24.75,29.56000000000001,32.37999999999999,34.1,27.860000000000003,28.085,25.085,26.24,31.945,29.274999999999995,25.280000000000005,29.119999999999994,29.929999999999996,29.245000000000005,27.725,31.129999999999995,28.410000000000004,37.14,32.67999999999999,32.335,27.075,27.275000000000006,Jammu and Kashmir
reasi,JK,1,20,20,26.68648648648648,27.432432432432428,32.12972972972973,35.97297297297298,36.07567567567567,31.186486486486483,31.578378378378375,28.645945945945947,29.386486486486486,34.062162162162174,34.07837837837838,30.027027027027028,32.81621621621622,33.34324324324324,34.52972972972972,31.68648648648649,35.62162162162162,34.167567567567566,42.98918918918919,36.8945945945946,36.505405405405405,31.46486486486486,31.313513513513506,Jammu and Kashmir
samba,JK,1,22,22,29.042105263157897,28.342105263157894,33.699999999999996,36.04736842105263,35.257894736842104,33.73684210526315,34.52631578947369,33.652631578947364,33.136842105263156,37.92631578947368,40.75789473684211,36.78947368421052,39.184210526315795,39.157894736842096,41.74210526315789,38.26315789473685,43.22631578947369,42.58421052631579,47.684210526315795,42.142105263157895,41.61052631578948,35.73684210526316,38.04210526315789,Jammu and Kashmir
shupiyan,JK,1,13,13,28.400000000000002,28.75333333333333,33.24666666666666,37.37333333333334,37.58666666666667,32.73333333333333,32.86666666666667,29.16,33.18000000000001,37.36666666666667,33.220000000000006,29.859999999999996,34.660000000000004,36.080000000000005,32.559999999999995,32.09333333333334,35.6,32.92666666666666,47.38,36.10666666666667,35.70666666666666,33.11333333333334,31.773333333333333,Jammu and Kashmir
srinagar,JK,1,10,10,23.647619047619045,23.242857142857147,27.02380952380952,30.847619047619045,30.680952380952384,27.566666666666666,27.54285714285714,24.9,28.366666666666664,32.276190476190486,28.91904761904762,25.928571428571423,30.428571428571423,31.161904761904765,27.614285714285717,28.009523809523813,30.957142857142852,28.657142857142862,41.81428571428572,30.64761904761904,30.79047619047619,28.85238095238095,28.090476190476195,Jammu and Kashmir
